org_login,repo_name,detected_language,commit_count,gold_ingested_at
jku-swe-simcomp,jku-swe-simcomp/simcomp-services,Java,1,2026-05-14 21:52:28.764978
libcamera-org,libcamera-org/libcamera,C++,1,2026-05-14 21:52:28.764978
dssg,dssg/triage,Python,1,2026-05-14 21:52:28.764978
HACbs-ui-org,HACbs-ui-org/my-app-RdK5G-monitor-determine,Python,1,2026-05-14 21:52:28.764978
gg-snyk-demo,gg-snyk-demo/public-app-gg-bis-2023-12,Python,1,2026-05-14 21:52:28.764978
talkiq,talkiq/gcloud-aio,Python,1,2026-05-14 21:52:28.764978
VSEScala,VSEScala/Scala-Dining,Scala,1,2026-05-14 21:52:28.764978
conjure-cp,conjure-cp/conjure-oxide,Rust,1,2026-05-14 21:52:28.764978
greenbone,greenbone/autohooks-plugin-black,Python,1,2026-05-14 21:52:28.764978
zeno-ml,zeno-ml/zeno-client,Python,1,2026-05-14 21:52:28.764978
Bandwidth,Bandwidth/node-voice,JavaScript,1,2026-05-14 21:52:28.764978
wayne-enterprises-gg,wayne-enterprises-gg/public-app-gg-2023-12,Python,1,2026-05-14 21:52:28.764978
legeclodb,legeclodb/legeclodb,JavaScript,1,2026-05-14 21:52:28.764978
react-ghana,react-ghana/cli,JavaScript,1,2026-05-14 21:52:28.764978
damus-io,damus-io/nostrdb-rs,Rust,1,2026-05-14 21:52:28.764978
datascapesg,datascapesg/passiton,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa0a4e919f18fc4c45af103d32127f2f7a,JavaScript,1,2026-05-14 21:52:28.764978
MinusMC,MinusMC/MinusBounce,Kotlin,1,2026-05-14 21:52:28.764978
2by2-Project,2by2-Project/android_frameworks_base,Shell,1,2026-05-14 21:52:28.764978
WebNetMC,WebNetMC/WebNetBedwars,JavaScript,1,2026-05-14 21:52:28.764978
greenbone,greenbone/autohooks-plugin-isort,Python,1,2026-05-14 21:52:28.764978
digital-canvas,digital-canvas/web-ftp-file-manager,JavaScript,1,2026-05-14 21:52:28.764978
AthleteX-DAO,AthleteX-DAO/sports-cids,JavaScript,1,2026-05-14 21:52:28.764978
cpp-sc2,cpp-sc2/blank-bot,C++,1,2026-05-14 21:52:28.764978
DataAnalyticsinStudentHands,DataAnalyticsinStudentHands/NWC_frontend,JavaScript,1,2026-05-14 21:52:28.764978
FriendsOfShopware,FriendsOfShopware/FroshImagePlaceholder,JavaScript,1,2026-05-14 21:52:28.764978
wayne-enterprises-gg,wayne-enterprises-gg/public-app-gg-bis-2023-12,Python,1,2026-05-14 21:52:28.764978
Champ-Coders,Champ-Coders/blut-blood-donation-campain-front-end,JavaScript,1,2026-05-14 21:52:28.764978
ai-zen,ai-zen/steamworks.js,JavaScript,1,2026-05-14 21:52:28.764978
GenericMappingTools,GenericMappingTools/gmt,Shell,1,2026-05-14 21:52:28.764978
CTC-PCOEdeSignage,CTC-PCOEdeSignage/PCOE-de-Signage-Rails,Java,1,2026-05-14 21:52:28.764978
celo-org,celo-org/faucet,JavaScript,1,2026-05-14 21:52:28.764978
StaticWebAppTest,StaticWebAppTest/vanilla-api-centraluseuap,JavaScript,1,2026-05-14 21:52:28.764978
RKLins,RKLins/str90pipo,TypeScript,1,2026-05-14 21:52:28.764978
StaticWebAppTest,StaticWebAppTest/centralus-swatest-node-16,JavaScript,1,2026-05-14 21:52:28.764978
OpenSees,OpenSees/OpenSees,C++,1,2026-05-14 21:52:28.764978
PicnicSupermarket,PicnicSupermarket/error-prone-support,Ruby,1,2026-05-14 21:52:28.764978
rad-stack,rad-stack/rad_common,Ruby,1,2026-05-14 21:52:28.764978
r2c-CSE,r2c-CSE/mojito,Java,1,2026-05-14 21:52:28.764978
DevCom-IITB,DevCom-IITB/instiapp-flutter,Java,1,2026-05-14 21:52:28.764978
lunary-ai,lunary-ai/lunary,SQL,1,2026-05-14 21:52:28.764978
stiggio,stiggio/stigg-example-todos,JavaScript,1,2026-05-14 21:52:28.764978
Sitecore,Sitecore/docker-images,JavaScript,1,2026-05-14 21:52:28.764978
trello-project,trello-project/trelloProject,Shell,1,2026-05-14 21:52:28.764978
GitData-GA,GitData-GA/archive,Python,1,2026-05-14 21:52:28.764978
conjure-cp,conjure-cp/university-timetabling-demo,JavaScript,1,2026-05-14 21:52:28.764978
greenbone,greenbone/autohooks-plugin-mypy,Python,1,2026-05-14 21:52:28.764978
Cannoneers-of-Create,Cannoneers-of-Create/CreateBigCannons,Shell,1,2026-05-14 21:52:28.764978
ScaleLeap,ScaleLeap/selling-partner-api-sdk,TypeScript,1,2026-05-14 21:52:28.764978
ktpql,ktpql/books,JavaScript,1,2026-05-14 21:52:28.764978
mondaycom,mondaycom/monday-code-cli,JavaScript,1,2026-05-14 21:52:28.764978
IEEEUCSC,IEEEUCSC/madhack-2024,JavaScript,1,2026-05-14 21:52:28.764978
okp4,okp4/contracts,Rust,1,2026-05-14 21:52:28.764978
greenbone,greenbone/autohooks-plugin-pylint,Python,1,2026-05-14 21:52:28.764978
inception-project,inception-project/inception,Java,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa1fe33101456a4b40b927c55b01e6b0dc,JavaScript,1,2026-05-14 21:52:28.764978
StaticWebAppTest,StaticWebAppTest/vanilla-api-westus2,JavaScript,1,2026-05-14 21:52:28.764978
goldpension,goldpension/front,JavaScript,1,2026-05-14 21:52:28.764978
AndroidIDEOfficial,AndroidIDEOfficial/android-tree-sitter,Java,1,2026-05-14 21:52:28.764978
CleverRaven,CleverRaven/Cataclysm-DDA,C++,1,2026-05-14 21:52:28.764978
Codenym,Codenym/DataPipelines,SQL,1,2026-05-14 21:52:28.764978
XaverianTeamRobotics,XaverianTeamRobotics/docs,JavaScript,1,2026-05-14 21:52:28.764978
ge-high-assurance,ge-high-assurance/RITE,Java,1,2026-05-14 21:52:28.764978
dsc-sookmyung,dsc-sookmyung/2023-02-Spring-Novice-Study,SQL,1,2026-05-14 21:52:28.764978
valhalla,valhalla/valhalla,C++,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa95d98ae87ed74f83b2d4fbe310242ee4,JavaScript,1,2026-05-14 21:52:28.764978
exult,exult/exult,C++,1,2026-05-14 21:52:28.764978
OHDSI,OHDSI/Arachne,JavaScript,1,2026-05-14 21:52:28.764978
clouddrove,clouddrove/terraform-azure-storage,Python,1,2026-05-14 21:52:28.764978
genexuslabs,genexuslabs/chameleon-controls-library,JavaScript,1,2026-05-14 21:52:28.764978
Goldwyn-Cooper,Goldwyn-Cooper/downbit,Python,1,2026-05-14 21:52:28.764978
jellow-aac,jellow-aac/jellow-communicator-android,Java,1,2026-05-14 21:52:28.764978
squidTown,squidTown/code,JavaScript,1,2026-05-14 21:52:28.764978
BananaDroid-Lab,BananaDroid-Lab/frameworks_base,Shell,1,2026-05-14 21:52:28.764978
nix-community,nix-community/nur-combined,JavaScript,1,2026-05-14 21:52:28.764978
bit-ocean-studio,bit-ocean-studio/dolphin-admin-nest,JavaScript,1,2026-05-14 21:52:28.764978
serv-c,serv-c/svc-lib-server-python,Python,1,2026-05-14 21:52:28.764978
slsa-framework,slsa-framework/example-package,Java,1,2026-05-14 21:52:28.764978
CarbonCommunity,CarbonCommunity/Carbon.Manifest,Rust,1,2026-05-14 21:52:28.764978
WHUCodingAndOpen,WHUCodingAndOpen/MilitaryTheory,Swift,1,2026-05-14 21:52:28.764978
Rookies-PNS,Rookies-PNS/PNS_Backend,Python,1,2026-05-14 21:52:28.764978
Do-sth-sharp,Do-sth-sharp/juce-vst3-dev-kit,C++,1,2026-05-14 21:52:28.764978
risingwavelabs,risingwavelabs/risingwave,SQL,1,2026-05-14 21:52:28.764978
DifuseHQ,DifuseHQ/luci,JavaScript,1,2026-05-14 21:52:28.764978
tramcar,tramcar/tramcar,Python,1,2026-05-14 21:52:28.764978
photoprism,photoprism/photoprism,JavaScript,1,2026-05-14 21:52:28.764978
AreaLayer,AreaLayer/react-native-ldk,Swift,1,2026-05-14 21:52:28.764978
okx,okx/ordinals-collections,JavaScript,1,2026-05-14 21:52:28.764978
threefoldtech,threefoldtech/tfchain,Rust,1,2026-05-14 21:52:28.764978
mongol-s-owner-khan,mongol-s-owner-khan/-NEW-timetable-backend,Python,1,2026-05-14 21:52:28.764978
FromDoppler,FromDoppler/hello-fastapi,Python,1,2026-05-14 21:52:28.764978
chatgpt-kr,chatgpt-kr/chatgpt-api-tutorial,Python,1,2026-05-14 21:52:28.764978
hckrnews,hckrnews/object-converter,JavaScript,1,2026-05-14 21:52:28.764978
osmlab,osmlab/name-suggestion-index,JavaScript,1,2026-05-14 21:52:28.764978
endpointservices,endpointservices/webcode-data,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa44a6764c978e48fc9586304941845909,JavaScript,1,2026-05-14 21:52:28.764978
radio-aktywne,radio-aktywne/template-app-litestar,Python,1,2026-05-14 21:52:28.764978
Neural-Dynamics-Web,Neural-Dynamics-Web/django-admin-search,Python,1,2026-05-14 21:52:28.764978
psalm,psalm/psalm-github-bot,JavaScript,1,2026-05-14 21:52:28.764978
Crash-Browser,Crash-Browser/gradle,Java,1,2026-05-14 21:52:28.764978
omniosorg,omniosorg/omnios-extra,C++,1,2026-05-14 21:52:28.764978
chubbyphp,chubbyphp/chubbyphp-laminas-config,PHP,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swac06feff68564472e8b3eed0dfec616b2,JavaScript,1,2026-05-14 21:52:28.764978
taskcluster,taskcluster/taskcluster,JavaScript,1,2026-05-14 21:52:28.764978
canonical,canonical/pgbouncer-k8s-operator,Python,1,2026-05-14 21:52:28.764978
CDH-Studio,CDH-Studio/I-Talent,JavaScript,1,2026-05-14 21:52:28.764978
fable-compiler,fable-compiler/Fable,Python,1,2026-05-14 21:52:28.764978
Zeit-Labs,Zeit-Labs/xblock-drag-and-drop-v2,Python,1,2026-05-14 21:52:28.764978
Exp-Primer-Copilot-Cohort-1,Exp-Primer-Copilot-Cohort-1/experience-primer-copilot-Lewisliang-GIT,JavaScript,1,2026-05-14 21:52:28.764978
termux,termux/termux-boot,Java,1,2026-05-14 21:52:28.764978
violinist-dev,violinist-dev/php-tripletex,PHP,1,2026-05-14 21:52:28.764978
Ree6-Applications,Ree6-Applications/Ree6,Java,1,2026-05-14 21:52:28.764978
hms-dbmi,hms-dbmi/pic-sure-gic-institution-release-control,JavaScript,1,2026-05-14 21:52:28.764978
open-data-plan,open-data-plan/g2plot-react,JavaScript,1,2026-05-14 21:52:28.764978
headshed-dev,headshed-dev/headshed-dev.github.io,Python,1,2026-05-14 21:52:28.764978
clij,clij/clij2-fft,Python,1,2026-05-14 21:52:28.764978
project-EveryOUR,project-EveryOUR/everyOur-React,TypeScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swac16f3495e8954612b96633c014903797,JavaScript,1,2026-05-14 21:52:28.764978
coditory,coditory/gradle-integration-test-plugin,Java,1,2026-05-14 21:52:28.764978
rubybench,rubybench/rubybench,Ruby,1,2026-05-14 21:52:28.764978
BitSwap-BiFi,BitSwap-BiFi/bitswap-sdk,Rust,1,2026-05-14 21:52:28.764978
minitorch,minitorch/minitorch-module-0-reachtarunhere,Python,1,2026-05-14 21:52:28.764978
securityphoenix,securityphoenix/vulnerablecode,Python,1,2026-05-14 21:52:28.764978
CCSSemicolonClub,CCSSemicolonClub/2023-2024,C#,1,2026-05-14 21:52:28.764978
spectrum-finance,spectrum-finance/interface,JavaScript,1,2026-05-14 21:52:28.764978
mlc-ai,mlc-ai/relax,C++,1,2026-05-14 21:52:28.764978
cpp-playground,cpp-playground/AINomina,C++,1,2026-05-14 21:52:28.764978
OMUCHAT,OMUCHAT/dashboard,JavaScript,1,2026-05-14 21:52:28.764978
metabrainz,metabrainz/listenbrainz-android,JavaScript,1,2026-05-14 21:52:28.764978
netgroup,netgroup/rose-vm-build,Shell,1,2026-05-14 21:52:28.764978
bervProject,bervProject/my-personal-web,TypeScript,1,2026-05-14 21:52:28.764978
CodeYourFuture,CodeYourFuture/RainyPlaytime,JavaScript,1,2026-05-14 21:52:28.764978
Heidelberger-Regattaverband,Heidelberger-Regattaverband/regatta-infopoint,Rust,1,2026-05-14 21:52:28.764978
DGP-Studio,DGP-Studio/Snap.Hutao,C#,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa019141a633274bc1afdf2bea2112bdf5,JavaScript,1,2026-05-14 21:52:28.764978
bowtie-json-schema,bowtie-json-schema/bowtie,JavaScript,1,2026-05-14 21:52:28.764978
entur,entur/netex-parser-java,Java,1,2026-05-14 21:52:28.764978
ServiceStack,ServiceStack/ServiceStack,C#,1,2026-05-14 21:52:28.764978
polyfea,polyfea/browser-api,JavaScript,1,2026-05-14 21:52:28.764978
EdenBlockVC,EdenBlockVC/magister,JavaScript,1,2026-05-14 21:52:28.764978
BerriAI,BerriAI/litellm,Python,1,2026-05-14 21:52:28.764978
uiuc-mcs,uiuc-mcs/uiuc-mcs,JavaScript,1,2026-05-14 21:52:28.764978
conjure-cp,conjure-cp/conjure-oxide,Python,1,2026-05-14 21:52:28.764978
shira-apiiro-org,shira-apiiro-org/public-repository,Python,1,2026-05-14 21:52:28.764978
sora-xor,sora-xor/polkaswap-exchange-web,JavaScript,1,2026-05-14 21:52:28.764978
fluentcms,fluentcms/FluentCMS,JavaScript,1,2026-05-14 21:52:28.764978
jhipster,jhipster/jhipster-lite,Java,1,2026-05-14 21:52:28.764978
Vhoyon,Vhoyon/voyage,JavaScript,1,2026-05-14 21:52:28.764978
termux,termux/termux-styling,Java,1,2026-05-14 21:52:28.764978
CodendDev,CodendDev/Codend,SQL,1,2026-05-14 21:52:28.764978
phonyland,phonyland/ngram,JavaScript,1,2026-05-14 21:52:28.764978
demisto,demisto/content,JavaScript,1,2026-05-14 21:52:28.764978
kaff4,kaff4/kaff4,Java,1,2026-05-14 21:52:28.764978
Roawak,Roawak/Vitruvius-Construction-works-App,Python,1,2026-05-14 21:52:28.764978
aws-mwaa,aws-mwaa/upstream-to-airflow,Shell,1,2026-05-14 21:52:28.764978
ruby,ruby/www.ruby-lang.org,Ruby,1,2026-05-14 21:52:28.764978
clij,clij/clij2-fft,Shell,1,2026-05-14 21:52:28.764978
Cubusky,Cubusky/com.cubusky.core,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa2b17d231ed904e4abc677bc7c115295e,JavaScript,1,2026-05-14 21:52:28.764978
wemadefree,wemadefree/WeBook,Shell,1,2026-05-14 21:52:28.764978
openpetra,openpetra/openpetra,C#,1,2026-05-14 21:52:28.764978
VirtualFlyBrain,VirtualFlyBrain/vfb-data-ingest-api,Python,1,2026-05-14 21:52:28.764978
Xuaps,Xuaps/hipo,JavaScript,1,2026-05-14 21:52:28.764978
BananaDroid-Lab,BananaDroid-Lab/frameworks_base,Kotlin,1,2026-05-14 21:52:28.764978
comartek,comartek/star-printer-commander,JavaScript,1,2026-05-14 21:52:28.764978
PyTables,PyTables/PyTables,Python,1,2026-05-14 21:52:28.764978
cython,cython/cython,Python,1,2026-05-14 21:52:28.764978
greenbone,greenbone/python-project-template,Python,1,2026-05-14 21:52:28.764978
pnpm,pnpm/pnpm,JavaScript,1,2026-05-14 21:52:28.764978
mlspec,mlspec/mlspec-lib,Python,1,2026-05-14 21:52:28.764978
teambit,teambit/bit,TypeScript,1,2026-05-14 21:52:28.764978
smRt-Egg,smRt-Egg/BE-05-smRt-store,Java,1,2026-05-14 21:52:28.764978
greenbone,greenbone/pontos,Python,1,2026-05-14 21:52:28.764978
Shopify,Shopify/vscode-shopify-ruby,JavaScript,1,2026-05-14 21:52:28.764978
specfy,specfy/specfy,JavaScript,1,2026-05-14 21:52:28.764978
onset,onset/lameta,JavaScript,1,2026-05-14 21:52:28.764978
preditock,preditock/preditock-core,Python,1,2026-05-14 21:52:28.764978
lat-lon,lat-lon/deegree3,Java,1,2026-05-14 21:52:28.764978
Team-BingBong,Team-BingBong/BE-05-Bingterpark,Java,1,2026-05-14 21:52:28.764978
departurerb,departurerb/departure,Ruby,1,2026-05-14 21:52:28.764978
PUGX,PUGX/shortid-doctrine,PHP,1,2026-05-14 21:52:28.764978
PrairieLearn,PrairieLearn/PrairieLearn,Python,1,2026-05-14 21:52:28.764978
fotcamp,fotcamp/react-popup-craft,JavaScript,1,2026-05-14 21:52:28.764978
StarlangSoftware,StarlangSoftware/TurkishFrameNet-CPP,Python,1,2026-05-14 21:52:28.764978
ioBroker,ioBroker/ioBroker.admin,TypeScript,1,2026-05-14 21:52:28.764978
kongying-tavern,kongying-tavern/map_register_v3,JavaScript,1,2026-05-14 21:52:28.764978
getsolus,getsolus/packages,Shell,1,2026-05-14 21:52:28.764978
bervProject,bervProject/my-personal-web,JavaScript,1,2026-05-14 21:52:28.764978
RapidReview-ai,RapidReview-ai/functionRetriever,JavaScript,1,2026-05-14 21:52:28.764978
StarlangSoftware,StarlangSoftware/Sampling-CPP,Python,1,2026-05-14 21:52:28.764978
Isuri-IjseDevHub,Isuri-IjseDevHub/chat-app,JavaScript,1,2026-05-14 21:52:28.764978
dotnet,dotnet/sdk,C#,1,2026-05-14 21:52:28.764978
kaff4,kaff4/kaff4,Kotlin,1,2026-05-14 21:52:28.764978
free-ignorance,free-ignorance/fortunecookie,JavaScript,1,2026-05-14 21:52:28.764978
NanoComp,NanoComp/meep,Python,1,2026-05-14 21:52:28.764978
okp4,okp4/eslint-config-okp4,JavaScript,1,2026-05-14 21:52:28.764978
bencherdev,bencherdev/bencher,Shell,1,2026-05-14 21:52:28.764978
hckrnews,hckrnews/openapi-dereference,JavaScript,1,2026-05-14 21:52:28.764978
eisop,eisop/checker-framework,Java,1,2026-05-14 21:52:28.764978
pepperize,pepperize/cdk-vpc,JavaScript,1,2026-05-14 21:52:28.764978
vibeconn,vibeconn/erpnext-custom,JavaScript,1,2026-05-14 21:52:28.764978
redcrackle,redcrackle/earthly,Rust,1,2026-05-14 21:52:28.764978
khulnasoft-lab,khulnasoft-lab/package-analysis,Go,1,2026-05-14 21:52:28.764978
rubyforgood,rubyforgood/casa,JavaScript,1,2026-05-14 21:52:28.764978
hckrnews,hckrnews/openapi-model,JavaScript,1,2026-05-14 21:52:28.764978
qqself,qqself/qqself,JavaScript,1,2026-05-14 21:52:28.764978
opinionated-digital-center,opinionated-digital-center/pyadr,Python,1,2026-05-14 21:52:28.764978
codetopiacommunity,codetopiacommunity/codetopia-resource-hub,PHP,1,2026-05-14 21:52:28.764978
atuinsh,atuinsh/atuin,Shell,1,2026-05-14 21:52:28.764978
typecho,typecho/typecho,PHP,1,2026-05-14 21:52:28.764978
Magic-Fishes,Magic-Fishes/Ecole-Directe-Plus,JavaScript,1,2026-05-14 21:52:28.764978
metaplex-foundation,metaplex-foundation/kinobi,TypeScript,1,2026-05-14 21:52:28.764978
codetopiacommunity,codetopiacommunity/codetopia-resource-hub,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swadfc8991ff5d24f069623a8f7eba45197,JavaScript,1,2026-05-14 21:52:28.764978
open-aviation,open-aviation/pitot,Python,1,2026-05-14 21:52:28.764978
ClickHouse,ClickHouse/ClickHouse,SQL,1,2026-05-14 21:52:28.764978
DanXi-Dev,DanXi-Dev/DanXi-Backend,JavaScript,1,2026-05-14 21:52:28.764978
bottledbits,bottledbits/invoify,JavaScript,1,2026-05-14 21:52:28.764978
zemfrog,zemfrog/zemfrog,Python,1,2026-05-14 21:52:28.764978
chimera-linux,chimera-linux/cports,Rust,1,2026-05-14 21:52:28.764978
scylladb,scylladb/seastar,C++,1,2026-05-14 21:52:28.764978
Grapycal,Grapycal/Grapycal,JavaScript,1,2026-05-14 21:52:28.764978
42Chimera,42Chimera/core_prac_minjo,Rust,1,2026-05-14 21:52:28.764978
violinist-dev,violinist-dev/queue-starter,JavaScript,1,2026-05-14 21:52:28.764978
leofcoin,leofcoin/node,JavaScript,1,2026-05-14 21:52:28.764978
ComplotTeam,ComplotTeam/Quickipedia,JavaScript,1,2026-05-14 21:52:28.764978
Vertexvis,Vertexvis/work-instructions-demo,JavaScript,1,2026-05-14 21:52:28.764978
gg-snyk-demo,gg-snyk-demo/public-app-gg-2023-12,Python,1,2026-05-14 21:52:28.764978
FoxGramApp,FoxGramApp/FoxGram,Java,1,2026-05-14 21:52:28.764978
xtuml,xtuml/ciera,Java,1,2026-05-14 21:52:28.764978
teambit,teambit/bit,JavaScript,1,2026-05-14 21:52:28.764978
StaticWebAppTest,StaticWebAppTest/vanilla-api-eastus2euap,C#,1,2026-05-14 21:52:28.764978
Flexget,Flexget/Flexget,Python,1,2026-05-14 21:52:28.764978
adamko-dev,adamko-dev/kotlinx-serialization-typescript-generator,JavaScript,1,2026-05-14 21:52:28.764978
ember-animation,ember-animation/ember-animated,JavaScript,1,2026-05-14 21:52:28.764978
coralogix,coralogix/nodejs-coralogix-sdk,JavaScript,1,2026-05-14 21:52:28.764978
demisto,demisto/content,Python,1,2026-05-14 21:52:28.764978
YunoHost-Apps,YunoHost-Apps/homarr_ynh,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swad39482c7086741e6a229b9551d43074e,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa3468280ff8ce4e32a1f7fdbc351cc338,JavaScript,1,2026-05-14 21:52:28.764978
wayne-enterprises-gg,wayne-enterprises-gg/private-gg-bis-2023-10,Python,1,2026-05-14 21:52:28.764978
AndroidStudyOrg,AndroidStudyOrg/NewsApp,Java,1,2026-05-14 21:52:28.764978
Gravitalia,Gravitalia/Autha,Rust,1,2026-05-14 21:52:28.764978
browserless,browserless/browserless,JavaScript,1,2026-05-14 21:52:28.764978
Seaside-Paradise-Retreat,Seaside-Paradise-Retreat/SeaSide-Paradise-Retreat,JavaScript,1,2026-05-14 21:52:28.764978
static-web-apps-testing-org,static-web-apps-testing-org/swa80ad1c568dc2496ca3d7d673b5dac76e,JavaScript,1,2026-05-14 21:52:28.764978
cpp-sc2,cpp-sc2/commandcenter,C++,1,2026-05-14 21:52:28.764978
kotest,kotest/kotest-gradle-plugin,Java,1,2026-05-14 21:52:28.764978
Pejomi,Pejomi/mtogo-microservices,SQL,1,2026-05-14 21:52:28.764978
Servoy,Servoy/servoy-extra-components,JavaScript,1,2026-05-14 21:52:28.764978
RedmiNote7-Series,RedmiNote7-Series/device_lavender-booted,Python,1,2026-05-14 21:52:28.764978
Pocket,Pocket/firefox-api-proxy,JavaScript,1,2026-05-14 21:52:28.764978
input-output-hk,input-output-hk/atala-prism-wallet-sdk-ts,JavaScript,1,2026-05-14 21:52:28.764978
DUNE,DUNE/ndlar_39Ar_reco,JavaScript,1,2026-05-14 21:52:28.764978
openbsd,openbsd/ports,Rust,1,2026-05-14 21:52:28.764978